Cave_ID	Cave_Name	Cave_Synonyms	Cave_Type	Region	Subregion	Municipality	Settlement	Longitude	Latitude	Altitude	Location_Status	Cave_short_references	Reference_ID	Protection_Status	Cave_Description
224	Varathro Tetrastomo		Natural	Thessalia	Magnisia	Almyros	Vrytaina	22.840721672	39.068604943	366	Location known				
225	Spilaio Varvaras		Natural	Peloponnisos	Lakonia	Sparti	Kryoneri	22.370304874	36.95106658	1650	Unknown exact location			GR2550006 - Oros Taygetos - Spilaio Trachilas - Spilaio Vatsinidi (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2550006" target="_blank"> Check site’s Standard Data Form</a>|GR2550009 - Oros Taygetos - Lagkada Trypis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2550009" target="_blank"> Check site’s Standard Data Form</a>	
226	Spilaio Plaka II		Natural	Peloponnisos	Lakonia	Anatoliki Mani	Areopoli	22.366155758	36.677639736	60	Location known	Lindberg 1955b	871	GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2540008" target="_blank"> Check site’s Standard Data Form</a>	
227	Spilaio Valiari		Natural	Peloponnisos	Lakonia	Anatoliki Mani	Areopoli	22.367926453	36.679186855	50	Location known	Lindberg 1955b	871	GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2540008" target="_blank"> Check site’s Standard Data Form</a>	
228	Spilaio Megalo Spilio		Natural	Peloponnisos	Lakonia	Anatoliki Mani	Kafiona	22.391245301	36.57575529	45	Location known			GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2540008" target="_blank"> Check site’s Standard Data Form</a>	
229	Spilaio Plaka I		Natural	Peloponnisos	Lakonia	Anatoliki Mani	Areopoli	22.365482028	36.677653367	60	Location known	Lindberg 1955b	871	GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2540008" target="_blank"> Check site’s Standard Data Form</a>	
230	Spilaio Agias Triadas	Mount Elikonas, Agia Triada, cave I	Natural	Sterea Ellada	Voiotia	Livadeia	Agia Triada	22.890370	38.354060	820	Location known				
231	Spilaio Ermi		Natural	Sterea Ellada	Voiotia	Orchomenos	Dionysos	22.942666122	38.50710089	221	Unknown exact location			K366 - Orchomenos (Dionysou-Prosiliou-Akontiou) [Wildlife Refuge]: OGG 402/Β/1983	
232	Spilaio Akontiou		Natural	Sterea Ellada	Voiotia	Livadeia	Akontio	22.879315	38.507806	200	Unknown exact location			K366 - Orchomenos (Dionysou-Prosiliou-Akontiou) [Wildlife Refuge]: OGG 402/Β/1983	
233	Spilaio Mavri Troupa	Spilaio Odyssea Androutsou	Natural	Sterea Ellada	Fthiotida	Amfikleia - Elateia	Tithoraia	22.658401	38.571539	850	Location known			GR2450005 - Notioanatolikos Parnassos - Ethnikos Drymos Parnassou - Dasos Tithoreas, Spilaiovarathro Polydrosou (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2450005" target="_blank"> Check site’s Standard Data Form</a>|GR2410002 - Oros Parnassos (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2410002" target="_blank"> Check site’s Standard Data Form</a>	
234	Quary "Metalleio" of Agios Kirykos		Artificial	Voreio Aigaio	Samos	Ikaria	Agios Kirykos	26.294203474	37.619066727	43	Location known				
235	Spilaio Paralias Potami		Natural	Voreio Aigaio	Samos	Samos	Karlovasi	26.660895	37.788566	5	Unknown exact location			GR4120003 - Samos: Oros Kerketefs - Mikro Kai Megalo Seitani - Dasos Kastanias Kai Lekkas, Akr. Katavasis - Limenas (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17).  <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4120003" target="_blank"> Check site’s Standard Data Form</a>|GR4120008 - Samos: Oros Kerkis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4120008" target="_blank"> Check site’s Standard Data Form</a>	
236	Spilaio sto Malimadi (Voutsi)	Peštera na Grabanski Trap, Höhle 307	Natural	Dytiki Makedonia	Florina	Prespes	Krystalopigi	21.106648	40.644181	1300	Unknown exact location				
237	Spilaio Petra	Dupka u Malabuka, Höhle 312, Petra Jama	Natural	Dytiki Makedonia	Florina	Prespes	Krystalopigi	21.104229014	40.616773506	1500	Unknown exact location				<p class="MsoNormal"><span lang="EN-US">A short description is given by Weirather (</span>Giachino &amp; Lana 2005,&nbsp;<span lang="EN-US">Pretner 2011). It is a </span><span lang="EN-US">12 m deep shaft at Malimadi Mt (1,500m a.s.l.). </span><span lang="EN-US">Weirather named the cave after his guide </span><span lang="EN-US">Petro Kostan from Krystalopigi.</span></p>
238	Cave south of Epos		Natural	Ipeiros	Ioannina	Zagori	Papigko	20.743893	39.945162	1750	Unknown exact location			GR2130001 - Ethnikos Drymos Vikou - Aoou (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17).  <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2130001" target="_blank"> Check site’s Standard Data Form</a>|GR2130009 - Oros Tymfi (Gkamila) (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2130009" target="_blank"> Check site’s Standard Data Form</a>	
239	Spilaio Profiti Ilia		Natural	Sterea Ellada	Fthiotida	Distomo - Arachova - Antikyra	Arachova	22.5972	38.538792	2000	Unknown exact location			K353 - Asprochoma-Psilo-Prontoli-Kelari (Arachovas) [Wildlife Refuge]: OGG 1043/Β/1976|GR2450005 - Notioanatolikos Parnassos - Ethnikos Drymos Parnassou - Dasos Tithoreas, Spilaiovarathro Polydrosou (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2450005" target="_blank"> Check site’s Standard Data Form</a>|GR2410002 - Oros Parnassos (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2410002" target="_blank"> Check site’s Standard Data Form</a>	
240	Cave on the road to Fterolakka		Natural	Sterea Ellada	Fthiotida	Amfikleia - Elateia	Fterolakkia	22.577078	38.572754	1600	Unknown exact location			GR2450005 - Notioanatolikos Parnassos - Ethnikos Drymos Parnassou - Dasos Tithoreas, Spilaiovarathro Polydrosou (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2450005" target="_blank"> Check site’s Standard Data Form</a>|GR2410002 - Oros Parnassos (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2410002" target="_blank"> Check site’s Standard Data Form</a>	
241	Spilaio Askitotrypa		Natural	Anatoliki Makedonia-Thraki	Kavala	Pangaio	Nikisiani	24.106260753	40.946601951	1178	Location known			GR1150011 - Oros Pangaio and Noties Yporeies Tou (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR1150011" target="_blank"> Check site’s Standard Data Form</a>|GR1150005 - Koryfes Orous Pangaio (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR1150005" target="_blank"> Check site’s Standard Data Form</a>|K732 - Pangaio Oros Dimon Pangaiou - Eleftheroupolis - Piereon - Orfanou [Wildlife Refuge]: OGG 625/Β/2001	
242	Spilaio Katavothra Oitis		Natural	Sterea Ellada	Fokida	Delfoi	Pyra	22.29893808427829	38.77178732154066	1553	Location known				
243	Spilaio Agion Theodoron	Höhle 322, Peštera crkva Sv. Todore	Natural	Anatoliki Makedonia-Thraki	Drama	Kato Nevrokopi	Kato Nevrokopi	23.907621682	41.359865713	1000	Location known	Giachino & Lana 2005|Pretner 2011	1224|1219	K723 - Nevrokopi, Leivadakiou, Achladias, Mikrokleisouras, Volakos, Granitou Dimou Kato Nevrokopiou [Wildlife Refuge]: OGG 639/Β/2001	<p class="MsoNormal"><span lang="EN-US">In his notes, Weirather, reports that the cave and the chapel of Agioi Theodoroi (Pe&scaron;tera crkva Sv. Todore</span> nr.322 ) are located south of the village Kolak [sic] (Giachino &amp; Lana 2005, Pretner 2011). Probably he misspelled the name Volak (Volakas). The only well-known cave and chapel of Agioi Theodoroi are located SW of Volakas (NE of Kato Nevrokopi) at Agioi Theodoroi ridge and presumably, this is the cave nr 322. The altitude (1,000m a.s.l.) and the religious use of the cave are in line with Weirather&rsquo;s notes.</p>
244	Spilaio Pozzeto		Natural	Kentriki Makedonia	Imathia	Veroia	Seli	22.129871604	40.491300758	501	Location known				
245	Spilaio Stamataki	Höhle 340, Stamata Höhle	Natural	Ipeiros	Arta	Kentrika Tzoumerka	Melissourgoi	21.193756599	39.475798304	1990	Location known			GR2110002 - Ori Athamanon (Neraida) (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17).  <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2110002" target="_blank"> Check site’s Standard Data Form</a>|GR2130013 - Evryteri Periochi Athamanikon Oreon (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2130013" target="_blank"> Check site’s Standard Data Form</a>	<p>A small cave (Giachino &amp; Lana 2005, Pretner&nbsp;2011)</p>
247	Spilaio Trapeza	Spilaio Kronio	Natural	Kriti	Lasithi	Oropedio Lasithiou	Tzermiado	25.49371890400001	35.197833269	853	Location known			GR4320002 - Dikti: Oropedio Lasithiou, Katharo, Selena, Krasi, Selakano, Chalasmeni Koryfi (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4320002" target="_blank"> Check site’s Standard Data Form</a>|Archaeological Site - Ministerial Decision 24456/1834 PE/5-5-1976 (OGG 699/Β/26-5-1976)	
248	Varathro Petrokotsyfou		Natural	Kriti	Irakleio	Chersonisos	Dia island	25.220571792	35.439814222	26	Location known	Paragamian 1992e	927	GR4310003 - Nisos Dia (Special Protection Area - Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4310003" target="_blank"> Check site’s Standard Data Form</a>	
249	Cave NW of Naousa		Natural	Kentriki Makedonia	Imathia	Naousa	Naousa	22.074617	40.635009	280	Unknown exact location				
250	Spilaio Kolympariou		Artificial	Kriti	Chania	Platanias	Kolympari	23.77593348341387	35.55185603368658	38	Location known	Lindberg 1955a	870	GR4340003 - Chersonisos Rodopou - Paralia Maleme (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4340003" target="_blank"> Check site’s Standard Data Form</a>	
252	Kimmeria artificial galleries		Artificial	Anatoliki Makedonia-Thraki	Xanthi	Xanthi	Kimmeria	24.930596	41.150329	150	Location known			K802 - Panagias Kalamous Taxiarchon Dimou Xanthis [Wildlife Refuge]: OGG 931/Β/2001	
253	Spilaio Kamila	Kamilata cave	Natural	Anatoliki Makedonia-Thraki	Evros	Soufli	Dadia	26.13337586102127	41.10163838370683	477	Location known			GR1110005 - Vouna Evrou - spilaia Didymoteichou kai Kefalovounou (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR1110005" target="_blank"> Check site’s Standard Data Form</a>|GR1110002 - Dasos Dadias - Soufli (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR1110002" target="_blank"> Check site’s Standard Data Form</a>	
254	Varathro Tafkos sta Petradolakia		Natural	Kriti	Rethymno	Anogeia	Anogeia	24.873204333	35.211678612	1472	Location known			GR4330005  - Oros Idi (Vorizia, Geranoi, Kali Madara) (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site= GR4330005 " target="_blank"> Check site’s Standard Data Form</a>	
255	Spilaio Achyrospilios		Natural	Kriti	Chania	Chania	Chordaki	24.14465795087644	35.59096489638018	114	Location known	Vasilopoulos 1959|Lindberg 1955a	1138|870	Archaeological Site - Ministerial Decision 21220/10-8-1967 (OGG 527/Β/24-8-1967)|K898 - Stavros Chordaki Dimou Akrotiriou [Wildlife Refuge]: OGG 813/Β/2001	
256	Spilaio Agiou Thoma		Natural	Peloponnisos	Messinia	Dytiki Mani	Agios Nikolaos	22.279386382	36.825852105	6	Location known	Lindberg 1955b|Petrocheilos 1953a	871|959		
257	Spilaio Agias Sofias		Natural	Attiki	Nisoi Attikis	Kythira	Kalamos	23.01831075000001	36.14907423	94	Location known	Papadaki et al. 2006	919		
258	Anonymous cave at SE Karpathos		Natural	Notio Aigaio	Karpathos	Karpathos	Karpathos	27.226303841	35.509327755	72	Unknown exact location				
259	Spilaio Koumelou		Natural	Notio Aigaio	Rodos	Rodos	Arhangelos	28.137361	36.191028	130	Location known	Petrocheilou 1979c|Petrocheilou 1984	1067|1073	GR4210029 - Anatoliki Rodos: Profitis Ilias - Epta Piges - Ekvoli Loutani - Katergo, Rema Gadoura - Chersonisos Lindou - Nisides Pentanisa and Tetrapolis, Lofos Psalidi (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4210029" target="_blank"> Check site’s Standard Data Form</a>	
260	Spilaio Chainospilios	Marmarospilia, Kamaraki cave	Natural	Kriti	Irakleio	Malevizi	Kamaraki	24.926047175	35.305081051	557	Location known	Foteinakis et al. 2006a	771		
261	Spilaio Oxo Latsidi		Natural	Kriti	Lasithi	Siteia	Sitanos	26.149615456	35.122660722	682	Location known	Platakis 1979|Platakis & Tsifetakis 1967	1105|1088		
262	Spilaio Platanousas		Natural	Ipeiros	Ioannina	Voreia Tzoumerka	Platanousa	21.006412966	39.415156633	541	Location known				
263	Spilaio Grava Tsouka		Natural	Ionioi Nisoi	Kerkyra	Kerkyra	Sokraki	19.767269894	39.708419773	587	Location known	Nikolopoulos & Martzoukos 1957b	906		
264	Spilaio Nymfis		Natural	Attiki	Anatoliki Attiki	Saronikos	Kouvaras	23.965765799	37.828267011	210	Location known	Stefanidis 1934|Anonymous 1935	1125|1153		
265	Spilaio Agiou Ioanni (Fousa)	Spilaio Fousa Mychous	Natural	Voreio Aigaio	Lesvos	Lesvos	Kato Tritos	26.41977504000001	39.080916069	155	Location known	Choutzaios 1982a|Choutzaios 1982b	751|752	GR4110005 - Lesvos: Kolpos Geras, Elos Ntipi and Oros Olympos (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4110005" target="_blank"> Check site’s Standard Data Form</a>|K286 - Plati (Asomaton-Sykountos-Mychou) [Wildlife Refuge]: OGG 234/Β/1987	
266	Spilaio Kritsas		Natural	Kriti	Lasithi	Agios Nikolaos	Kritsa	25.643392954	35.160972038	404	Location known				
267	Spilaio Gkremos		Natural	Kentriki Makedonia	Pella	Edessa	Flamouria	22.013204556	40.75048076	316	Location known				
268	Spilaio Pera Spilia		Natural	Dytiki Ellada	Achaia	Erymanthos	Alepochori	21.808597	37.979179		Unknown Location				
269	Spilaio Fylaki	Phylaki	Natural	Anatoliki Makedonia-Thraki	Xanthi	Avdira	Avdira	24.961891003	40.98196514	108	Location known	Lindberg 1955b	871		
270	Spilaio Zeston Neron		Natural	Kentriki Makedonia	Serres	Sintiki	Sidirokastro	23.40051013700001	41.250508236	115	Location known	Lindberg 1955b	871	GR1260007 - Ori Vrontous - Lailias - Epimikes - spilaia Zesta Nera kai Katarrakton (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR1260007" target="_blank"> Check site’s Standard Data Form</a>	
271	Spilaio Zoure	99 Holy Fathers Cave, Holy Fathers Cave, Spilaio Agion Pateron	Natural	Kriti	Chania	Kantanos - Selino	Azogyres	23.709419028	35.271712408	591	Location known	Lindberg 1955a|Ioannou 1970d|Faure 1955	870|801|1150		
272	Spilaio Kamariti		Natural	Kriti	Rethymno	Mylopotamos	Axos	24.835194765	35.3103888	510	Location known	Paragamian 1992l	934		
273	Spilaio Kromiri		Natural	Kriti	Chania	Platanias	Afrata	23.765473041	35.581641283	149	Location known			GR4340003 - Chersonisos Rodopou - Paralia Maleme (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4340003" target="_blank"> Check site’s Standard Data Form</a>	
274	Spilaio sta Koufota		Natural	Kriti	Lasithi	Siteia	Agia Fotia	26.14729669	35.196498077	8	Location known				
275	Spilaio Karouba		Natural	Kriti	Lasithi	Siteia	NA				Unknown Location				<p>All species were collected from "Aus der H&ouml;hle Karouba, &ouml;stlich von Sitia". The location of the cave is unknown. There is no village nor a cave named "Karouba" east of Siteia (Lasithi, Crete). The only related known toponym is the Karoumes&nbsp;valley and its small bay 2,7 km E of Chochlakies village (15 km SE of Siteia). The name comes "Karoumes" (=Karoubes) comes from the Arabic word Karub (=Carob). Not far from the beach, on the top&nbsp;of a hill, there is a cave known as Spiliara Karoumon (Lat&nbsp;&nbsp;35.145030, Lon 26.270561, 80m a.s.l.)</p>
276	Spilaio Kato Peristeras		Natural	Kriti	Lasithi	Siteia	Karydi	26.189910582	35.13254328	610	Location known	Platakis 1979|Platakis 1964|Petrocheilou 1970i	1105|1099|1028	Archaeological Site - Ministerial Decision 24456/1834 PE/5-5-1976 (OGG 699/Β/26-5-1976)	
277	Cave north of Naousa		Natural	Kentriki Makedonia	Imathia	Naousa	Naousa	22.071151	40.63697	280	Unknown exact location				
278	Spilaia Kerkyras		Natural	Ionioi Nisoi	Kerkyra	Kerkyra	NA				Unknown Location				
279	Anonymous cave at Omalos		Natural	Kriti	Chania	Platanias	Lakkoi	23.900042	35.332031		Location known			GR4340008 - Lefka Ori and Paraktia Zoni (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4340008" target="_blank"> Check site’s Standard Data Form</a>	
280	Anonymous cave at Papigko		Natural	Ipeiros	Ioannina	Zagori	Papigko	20.734725	39.959247		Unknown exact location			GR2130001 - Ethnikos Drymos Vikou - Aoou (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17).  <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2130001" target="_blank"> Check site’s Standard Data Form</a>|GR2130009 - Oros Tymfi (Gkamila) (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2130009" target="_blank"> Check site’s Standard Data Form</a>	
281	Spilaio Agias Foteinis		Natural	Kriti	Irakleio	Chersonisos	Avdou	25.423531517	35.211057042	727	Location known	Faure 1955	1150		
282	Spilaio Gaidourotrypa		Natural	Kriti	Lasithi	Agios Nikolaos	Kritsa	25.61822808	35.159546249	770	Location known				
283	Spilaio Kalamitsi		Natural	Peloponnisos	Messinia	Dytiki Mani	Neo Proastio	22.24228496563054	36.87646335311372	103	Location known				
284	Spilaio Nerokourou		Natural	Kriti	Chania	Chania	Nerokouros	24.035955948	35.474530154	90	Location known				
285	Spilaio Nychteridon		Natural	Kentriki Makedonia	Chalkidiki	Nea Propontida	Petralona	23.169172686	40.368923511	344	Location known	Petrocheilos 1960	976	K820 - Petralona - Krini sti thesi Katsika Dimou Triglias [Wildlife Refuge]: OGG 570/Β/2001	
286	Spilaio Sarakinas		Natural	Kriti	Chania	Chania	Theriso	23.99073931703344	35.42891825801207	472	Location known			GR4340007 - Farangi Therissou (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR4340007" target="_blank"> Check site’s Standard Data Form</a>	
287	Spilaio Agion Anargyron		Natural	Peloponnisos	Lakonia	Evrotas	Niata	22.844295957	36.874969444	180	Location known				
288	Spilaio Pigaza		Natural	Peloponnisos	Lakonia	Monemvasia	Sykea	22.969930556	36.720952778	153	Location known			GR2540007 - Ori Anatolikis Lakonias (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2540007" target="_blank"> Check site’s Standard Data Form</a>	
289	Anonymous cave I at Kapnofyto		Natural	Kentriki Makedonia	Serres	Sintiki	Kapnofyto	23.47886082200001	41.295934047	316	Location known	Lindberg 1955b	871		
290	Spilaio Kaliakoudotrypa		Natural	Dytiki Ellada	Achaia	Kalavryta	Ano Lousoi	22.112966685	37.974902761	980	Location known	Ioannou 1972d	815		
291	Artificial cave at Valloga	Dupka u Valloga, Höhle 321	Artificial	Anatoliki Makedonia-Thraki	Drama	Kato Nevrokopi	Granitis	23.911154	41.289132	940	Location known				
293	Anonymous cave on Olympos Mount (310)	Höhle 310	Natural	Kentriki Makedonia	Pieria	Dion - Olympos	Litochoro	22.397705	40.063936	2100	Unknown exact location			GR1250001 - Oros Olympos (Special Protection Area - Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR1250001" target="_blank"> Check site’s Standard Data Form</a>	<p class="MsoNormal"><span lang="EN-US">A short description is given by Weirather (Giachino &amp; Lana 2005, Pretner 2011). It is a small cave (10 to 12m long) situated at the foot of the north slope of the eastern cone of &nbsp;Nana the mountain Bara above the location Bara (Olympos mt).</span></p>
294	Spilaio Nymfaio	Höhlen beim Apollotempel	Artificial	Notio Aigaio	Rodos	Rodos	Rodos	28.210472	36.439746	20	Location known				<p>These are four ancient cavernous sanctuaries, carved in Neogene rocks, with a large opening between them. They are located at the ancient Akropolis of Rodos, near the temple of Apollo.</p>
295	Anonymous cave at Zoniana		Natural	Kriti	Rethymno	Mylopotamos	Zoniana	24.838691	35.297991		Unknown Location				
297	Anonymous cave at Trypi		Natural	Peloponnisos	Lakonia	Sparti	Trypi	22.30024	37.075211	780	Unknown exact location			GR2540005 - Lagkada Trypis (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17).  <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2540005" target="_blank"> Check site’s Standard Data Form</a>|GR2550009 - Oros Taygetos - Lagkada Trypis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2550009" target="_blank"> Check site’s Standard Data Form</a>	
298	Spilaio Gouva II		Natural	Thessalia	Trikala	Amfilochia	Chalkiopoulo	21.401116	38.988356	715	Unknown exact location			K301 - Kanala (Valtou) [Wildlife Refuge]: OGG 700/Β/1980|GR2110006 - Koilada Acheloou and Ori Valtou (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2110006" target="_blank"> Check site’s Standard Data Form</a>	
299	Spilaio Trypa Rendes		Natural	Ipeiros	Arta	Georgios Karaiskakis	Skulikaria	21.273103138	39.17886968	1196	Location known			GR2110006 - Koilada Acheloou and Ori Valtou (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17). <a href="http://natura2000.eea.europa.eu/Natura2000/SDF.aspx?site=GR2110006" target="_blank"> Check site’s Standard Data Form</a>	
